type,client,tx,amount
withdrawal,477,14789,16
dispute,818,10672
withdrawal,197,14793,7
deposit,86,14794,15
deposit,537,14795,8
withdrawal,3,14796,14
deposit,269,14798,9
withdrawal,210,14799,8
deposit,936,14800,18
withdrawal,55,14801,0
withdrawal,952,14802,10
withdrawal,222,14803,8
deposit,183,14804,14
withdrawal,241,14805,10
withdrawal,877,14806,5
deposit,295,14807,8
withdrawal,939,14810,14
chargeback,818,10672
deposit,482,14812,4
deposit,322,14813,16
deposit,166,14814,18
withdrawal,291,14817,3
withdrawal,660,14818,12
deposit,700,14819,7
withdrawal,841,14821,2
deposit,861,14822,9
withdrawal,38,14823,15
withdrawal,399,14824,4
deposit,751,14826,6
withdrawal,976,14828,8
withdrawal,963,14829,19
deposit,749,14830,0
withdrawal,616,14832,18
withdrawal,474,14834,16
deposit,535,14835,15
deposit,10,14836,7
withdrawal,748,14838,11
deposit,289,14839,10
deposit,450,14840,8
deposit,760,14842,0
withdrawal,537,14843,14
deposit,647,14845,9
withdrawal,310,14846,2
withdrawal,312,14847,18
deposit,245,14848,6
deposit,545,14849,13
dispute,108,8488
withdrawal,833,14851,16
resolve,108,8488
withdrawal,310,14853,3
deposit,420,14854,11
withdrawal,937,14855,4
deposit,907,14856,7
deposit,315,14857,9
deposit,0,14858,4
deposit,398,14859,15
withdrawal,90,14860,6
deposit,867,14863,6
withdrawal,453,14864,13
deposit,36,14866,0
deposit,872,14869,6
withdrawal,800,14870,0
deposit,62,14871,2
deposit,550,14872,2
withdrawal,187,14873,3
withdrawal,40,14876,19
withdrawal,967,14877,9
deposit,160,14878,17
withdrawal,700,14879,6
withdrawal,368,14880,1
withdrawal,68,14881,1
deposit,849,14883,18
withdrawal,128,14888,0
deposit,487,14891,11
deposit,82,14892,14
deposit,672,14893,10
deposit,153,14894,16
deposit,506,14898,14
deposit,85,14899,7
deposit,727,14900,5
deposit,487,14902,18
dispute,963,6548
deposit,480,14904,6
withdrawal,426,14905,10
deposit,525,14906,13
withdrawal,860,14907,13
deposit,438,14909,13
deposit,564,14910,4
withdrawal,857,14911,18
withdrawal,756,14912,6
deposit,30,14913,1
withdrawal,923,14915,18
resolve,963,6548
deposit,268,14917,14
withdrawal,197,14918,11
withdrawal,61,14919,13
withdrawal,176,14920,16
withdrawal,157,14921,13
withdrawal,145,14923,17
dispute,726,8030
withdrawal,822,14926,10
withdrawal,591,14929,18
deposit,611,14930,14
deposit,469,14931,1
deposit,694,14932,15
withdrawal,583,14933,18
deposit,744,14934,17
chargeback,726,8030
deposit,826,14936,17
withdrawal,915,14937,11
deposit,852,14938,7
deposit,644,14939,4
deposit,642,14941,14
deposit,949,14945,13
deposit,857,14946,18
withdrawal,772,14948,9
withdrawal,56,14949,4
withdrawal,934,14951,15
withdrawal,750,14952,2
withdrawal,649,14956,13
deposit,234,14957,13
withdrawal,482,14959,10
deposit,827,14961,6
deposit,315,14962,18
deposit,591,14965,10
deposit,487,14966,0
deposit,577,14969,3
deposit,599,14970,5
deposit,822,14971,4
withdrawal,445,14972,1
withdrawal,269,14975,11
withdrawal,683,14976,8
deposit,559,14977,17
withdrawal,873,14978,6
withdrawal,374,14979,2
withdrawal,979,14980,16
withdrawal,466,14981,15
deposit,363,14983,6
dispute,501,4596
deposit,209,14985,6
deposit,70,14986,4
withdrawal,600,14987,7
chargeback,501,4596
withdrawal,334,14989,14
deposit,983,14990,0
deposit,646,14991,16
deposit,108,14992,2
withdrawal,979,14994,10
withdrawal,863,14996,3
deposit,160,14997,12
deposit,852,14999,15
deposit,490,15000,2
deposit,868,15001,8
withdrawal,313,15003,15
dispute,897,1012
dispute,236,12120
withdrawal,540,15008,19
dispute,725,8140
withdrawal,876,15010,14
deposit,544,15011,4
deposit,531,15012,15
deposit,961,15013,3
withdrawal,943,15014,16
withdrawal,945,15015,0
deposit,963,15016,7
deposit,43,15017,16
withdrawal,685,15018,10
deposit,603,15019,7
deposit,913,15020,9
deposit,15,15021,16
deposit,830,15022,5
deposit,578,15023,2
deposit,827,15024,10
withdrawal,852,15025,18
deposit,448,15026,1
deposit,336,15028,1
deposit,319,15029,18
withdrawal,435,15030,6
withdrawal,719,15031,2
deposit,285,15032,10
withdrawal,704,15033,19
withdrawal,299,15034,0
resolve,236,12120
deposit,134,15037,8
resolve,897,1012
deposit,282,15039,7
chargeback,725,8140
withdrawal,951,15041,8
deposit,207,15042,10
deposit,990,15043,12
deposit,841,15044,6
withdrawal,260,15045,19
deposit,55,15046,3
deposit,976,15048,12
deposit,373,15049,8
deposit,494,15050,5
withdrawal,15,15051,0
deposit,454,15052,12
withdrawal,864,15053,13
withdrawal,964,15054,16
deposit,655,15055,7
deposit,488,15056,0
withdrawal,15,15057,12
deposit,179,15058,5
withdrawal,870,15059,2
withdrawal,627,15062,8
deposit,224,15063,17
deposit,175,15064,14
dispute,553,11091
dispute,542,9375
deposit,649,15070,2
withdrawal,465,15072,3
withdrawal,524,15073,7
withdrawal,360,15075,0
dispute,943,1333
withdrawal,358,15077,7
deposit,60,15078,10
deposit,603,15079,18
chargeback,553,11091
withdrawal,662,15083,8
withdrawal,85,15084,8
withdrawal,143,15087,10
deposit,231,15088,12
deposit,8,15089,5
deposit,209,15090,3
withdrawal,803,15091,8
withdrawal,437,15093,13
dispute,503,729
deposit,189,15095,17
deposit,392,15096,19
withdrawal,470,15097,6
deposit,390,15098,16
deposit,385,15099,19
deposit,545,15100,13
withdrawal,857,15101,7
withdrawal,326,15102,19
withdrawal,777,15103,4
withdrawal,656,15104,1
withdrawal,357,15105,15
withdrawal,337,15106,18
withdrawal,786,15107,19
deposit,903,15108,11
deposit,559,15109,2
deposit,9,15111,19
deposit,732,15112,15
deposit,839,15113,18
withdrawal,944,15114,0
withdrawal,414,15115,3
deposit,643,15116,5
deposit,937,15117,14
deposit,722,15118,12
deposit,669,15119,8
deposit,385,15120,4
deposit,884,15121,3
deposit,965,15122,0
withdrawal,468,15124,19
deposit,439,15127,14
withdrawal,98,15128,7
withdrawal,494,15129,1
withdrawal,113,15130,5
withdrawal,849,15131,10
withdrawal,568,15133,5
deposit,826,15135,0
withdrawal,116,15136,9
deposit,330,15137,2
resolve,943,1333
resolve,542,9375
dispute,533,4631
deposit,786,15145,16
deposit,82,15146,19
deposit,316,15147,6
withdrawal,840,15149,6
withdrawal,390,15150,3
deposit,692,15151,13
deposit,513,15152,18
withdrawal,619,15155,18
deposit,548,15156,15
withdrawal,587,15157,0
deposit,6,15158,16
withdrawal,876,15159,7
deposit,249,15160,3
withdrawal,859,15162,10
withdrawal,38,15163,8
withdrawal,130,15164,10
withdrawal,374,15165,5
deposit,716,15166,10
withdrawal,7,15168,7
deposit,503,15169,0
withdrawal,504,15171,7
withdrawal,796,15172,19
withdrawal,998,15173,12
deposit,166,15174,11
resolve,503,729
deposit,359,15178,9
deposit,712,15179,2
withdrawal,871,15180,1
withdrawal,482,15181,5
withdrawal,344,15182,1
dispute,904,11548
deposit,647,15184,9
withdrawal,399,15185,16
deposit,475,15186,18
withdrawal,609,15187,3
withdrawal,97,15188,1
deposit,750,15189,17
withdrawal,578,15191,13
deposit,515,15192,19
deposit,273,15193,0
withdrawal,449,15194,9
deposit,251,15195,17
withdrawal,914,15196,16
deposit,77,15197,8
dispute,117,7379
deposit,139,15201,3
withdrawal,239,15202,3
withdrawal,97,15203,0
deposit,665,15204,5
deposit,942,15206,6
withdrawal,20,15208,12
deposit,310,15212,11
resolve,533,4631
deposit,442,15215,14
deposit,435,15216,18
withdrawal,153,15217,0
withdrawal,15,15218,7
deposit,255,15220,8
withdrawal,249,15222,18
deposit,318,15223,3
deposit,680,15224,12
deposit,82,15226,0
withdrawal,541,15227,7
withdrawal,601,15228,18
deposit,508,15229,17
deposit,838,15230,16
dispute,452,6905
withdrawal,32,15232,13
deposit,654,15233,11
deposit,59,15234,19
withdrawal,14,15235,9
withdrawal,890,15236,11
dispute,827,11566
deposit,236,15239,2
withdrawal,937,15240,11
withdrawal,750,15243,8
deposit,32,15244,4
deposit,36,15246,3
deposit,217,15247,18
withdrawal,938,15248,6
withdrawal,130,15249,17
withdrawal,529,15250,5
deposit,946,15251,1
deposit,337,15254,19
deposit,64,15255,15
deposit,863,15256,17
deposit,503,15257,6
deposit,438,15258,16
withdrawal,4,15261,17
deposit,270,15262,12
deposit,217,15263,12
withdrawal,0,15264,1
deposit,649,15265,9
withdrawal,391,15267,19
deposit,920,15268,12
withdrawal,319,15269,6
deposit,350,15270,9
withdrawal,719,15271,7
withdrawal,221,15272,17
withdrawal,269,15273,11
deposit,451,15276,11
withdrawal,399,15278,17
withdrawal,114,15279,0
deposit,426,15280,2
withdrawal,211,15281,5
deposit,628,15282,14
withdrawal,279,15283,1
withdrawal,195,15284,5
chargeback,452,6905
deposit,475,15287,15
withdrawal,36,15288,15
chargeback,904,11548
dispute,844,12867
deposit,318,15291,1
deposit,690,15292,19
deposit,329,15293,13
chargeback,117,7379
deposit,434,15296,18
deposit,810,15298,0
withdrawal,357,15301,17
resolve,827,11566
withdrawal,787,15304,12
withdrawal,14,15305,1
deposit,35,15307,1
deposit,971,15308,9
deposit,601,15309,2
withdrawal,52,15310,7
deposit,440,15311,17
deposit,815,15312,15
withdrawal,613,15315,14
deposit,554,15316,4
withdrawal,862,15317,19
chargeback,844,12867
deposit,826,15319,8
withdrawal,226,15320,13
deposit,835,15323,19
deposit,368,15324,0
withdrawal,769,15327,14
deposit,880,15328,5
deposit,515,15329,0
deposit,621,15330,12
deposit,931,15331,2
deposit,616,15332,19
deposit,743,15333,10
withdrawal,698,15334,18
deposit,885,15335,8
deposit,557,15336,14
deposit,555,15337,15
withdrawal,848,15338,15
withdrawal,839,15339,0
deposit,145,15340,9
dispute,211,14299
deposit,693,15344,2
deposit,587,15345,14
deposit,745,15347,18
withdrawal,254,15348,17
withdrawal,360,15350,10
withdrawal,202,15352,10
deposit,389,15353,15
withdrawal,205,15354,7
withdrawal,695,15355,8
withdrawal,435,15356,6
withdrawal,385,15357,15
deposit,310,15359,13
deposit,511,15360,2
withdrawal,445,15361,8
withdrawal,203,15362,13
deposit,9,15363,16
chargeback,211,14299
deposit,410,15365,15
deposit,878,15366,17
withdrawal,721,15368,12
deposit,336,15369,19
dispute,448,11812
withdrawal,306,15371,3
chargeback,448,11812
deposit,749,15373,11
deposit,329,15374,18
deposit,676,15375,4
withdrawal,327,15377,19
deposit,533,15379,3
withdrawal,7,15381,13
withdrawal,760,15383,6
deposit,692,15384,7
deposit,231,15386,6
withdrawal,69,15387,5
deposit,692,15388,14
deposit,351,15390,2
deposit,735,15391,11
deposit,148,15392,6
deposit,111,15393,10
withdrawal,745,15394,6
deposit,487,15396,17
withdrawal,931,15397,13
deposit,112,15398,13
withdrawal,462,15399,5
withdrawal,490,15400,11
deposit,321,15403,1
withdrawal,272,15404,1
withdrawal,370,15405,11
withdrawal,185,15407,3
deposit,105,15410,1
deposit,438,15411,2
withdrawal,857,15412,7
dispute,373,11075
deposit,248,15414,16
deposit,609,15415,10
withdrawal,898,15416,1
chargeback,373,11075
deposit,729,15422,5
deposit,607,15425,16
withdrawal,722,15426,9
deposit,22,15427,17
withdrawal,56,15428,3
deposit,781,15429,3
dispute,750,2276
deposit,862,15432,18
deposit,449,15433,2
deposit,164,15434,2
withdrawal,857,15435,3
deposit,114,15436,10
deposit,183,15437,1
withdrawal,898,15438,12
deposit,111,15439,6
deposit,769,15440,6
withdrawal,841,15441,19
withdrawal,872,15442,15
withdrawal,383,15443,14
deposit,309,15444,9
withdrawal,451,15445,17
withdrawal,892,15446,0
deposit,931,15448,7
deposit,368,15451,17
chargeback,750,2276
deposit,225,15453,4
withdrawal,240,15454,17
withdrawal,18,15455,2
deposit,96,15456,6
withdrawal,661,15457,9
withdrawal,170,15458,13
deposit,868,15460,8
withdrawal,868,15462,16
deposit,831,15463,4
withdrawal,759,15464,15
deposit,321,15467,9
withdrawal,657,15468,5
withdrawal,901,15469,19
deposit,189,15470,17
deposit,780,15472,15
deposit,840,15473,6
deposit,75,15474,16
deposit,871,15475,11
withdrawal,564,15476,4
withdrawal,382,15477,19
withdrawal,749,15478,13
deposit,22,15479,14
deposit,443,15480,17
withdrawal,173,15481,3
withdrawal,648,15482,17
deposit,753,15485,9
withdrawal,751,15486,4
deposit,359,15488,17
deposit,841,15489,2
withdrawal,659,15490,3
deposit,129,15491,13
deposit,167,15496,17
deposit,576,15498,6
deposit,649,15500,9
deposit,213,15501,19
deposit,382,15503,8
withdrawal,326,15504,7
deposit,326,15505,19
withdrawal,127,15507,3
withdrawal,629,15508,11
deposit,789,15512,16
withdrawal,368,15514,17
deposit,745,15515,18
withdrawal,492,15516,0
deposit,389,15517,0
deposit,568,15519,19
dispute,941,10513
deposit,594,15521,2
withdrawal,765,15522,17
withdrawal,3,15523,19
deposit,771,15524,4
deposit,887,15526,7
chargeback,941,10513
deposit,962,15528,7
withdrawal,414,15529,11
withdrawal,849,15530,3
deposit,876,15534,5
deposit,563,15535,0
withdrawal,419,15537,10
withdrawal,1,15538,13
withdrawal,355,15539,7
deposit,830,15540,9
deposit,99,15541,16
deposit,438,15542,1
deposit,878,15543,9
dispute,265,6214
deposit,132,15545,9
withdrawal,59,15546,11
deposit,609,15547,2
deposit,525,15548,3
deposit,189,15550,4
resolve,265,6214
withdrawal,153,15552,17
deposit,101,15553,14
deposit,392,15554,13
withdrawal,993,15555,9
withdrawal,352,15556,15
deposit,511,15558,8
deposit,619,15559,11
deposit,422,15560,3
deposit,714,15561,4
withdrawal,391,15563,5
withdrawal,263,15564,17
withdrawal,474,15566,10
withdrawal,101,15567,19
withdrawal,619,15568,18
withdrawal,175,15570,17
deposit,255,15571,3
deposit,940,15572,10
deposit,824,15573,12
withdrawal,66,15574,11
withdrawal,877,15575,7
withdrawal,269,15576,15
withdrawal,123,15577,8
deposit,932,15578,6
withdrawal,832,15579,9
withdrawal,761,15580,19
deposit,612,15581,15
deposit,670,15582,5
deposit,562,15583,10
deposit,154,15584,17
withdrawal,568,15585,14
dispute,617,10813
resolve,617,10813
deposit,23,15591,3
deposit,777,15592,4
deposit,885,15594,2
deposit,337,15595,17
deposit,955,15596,4
withdrawal,428,15597,8
deposit,679,15599,15
deposit,671,15600,18
deposit,645,15606,13
withdrawal,33,15607,8
deposit,583,15608,1
deposit,390,15610,9
deposit,727,15612,9
deposit,226,15613,15
withdrawal,79,15615,14
withdrawal,244,15616,17
withdrawal,310,15617,5
deposit,327,15619,15
withdrawal,84,15620,5
deposit,664,15621,0
deposit,843,15623,3
deposit,82,15624,9
deposit,940,15625,2
withdrawal,649,15626,0
withdrawal,90,15627,13
withdrawal,691,15629,2
withdrawal,516,15630,11
deposit,949,15631,9
deposit,148,15632,9
deposit,232,15634,8
withdrawal,803,15635,14
withdrawal,891,15638,1
deposit,36,15640,2
deposit,31,15641,6
withdrawal,590,15643,2
withdrawal,694,15644,7
deposit,68,15645,6
deposit,342,15646,16
deposit,257,15647,2
dispute,188,2848
withdrawal,588,15654,9
withdrawal,316,15655,14
dispute,68,12559
deposit,642,15657,3
deposit,316,15658,19
deposit,958,15659,2
dispute,272,12884
deposit,459,15662,11
deposit,520,15664,7
withdrawal,881,15665,15
withdrawal,652,15667,8
withdrawal,187,15669,15
withdrawal,823,15671,17
withdrawal,560,15672,7
resolve,188,2848
withdrawal,824,15674,8
withdrawal,786,15675,15
deposit,419,15676,1
deposit,538,15678,14
deposit,559,15679,9
deposit,701,15680,2
deposit,487,15681,13
deposit,913,15682,8
withdrawal,742,15685,17
withdrawal,548,15686,8
deposit,84,15688,19
deposit,730,15689,5
withdrawal,312,15692,19
deposit,455,15693,9
withdrawal,634,15694,7
withdrawal,554,15696,19
dispute,1,4585
deposit,472,15699,7
deposit,205,15700,13
chargeback,68,12559
withdrawal,912,15703,16
deposit,632,15704,2
deposit,882,15705,17
withdrawal,447,15706,15
chargeback,272,12884
deposit,637,15708,15
withdrawal,385,15709,7
deposit,897,15710,17
withdrawal,119,15711,3
deposit,899,15712,0
resolve,1,4585
withdrawal,611,15716,1
withdrawal,635,15717,3
withdrawal,852,15719,16
deposit,806,15720,15
withdrawal,797,15721,5
dispute,840,6428
deposit,825,15727,18
withdrawal,942,15728,7
resolve,840,6428
deposit,576,15732,6
withdrawal,476,15735,8
deposit,48,15737,3
deposit,965,15738,7
deposit,700,15739,12
deposit,6,15741,18
withdrawal,682,15742,16
deposit,958,15744,4
withdrawal,127,15745,0
deposit,48,15747,0
deposit,137,15748,8
withdrawal,825,15749,7
deposit,166,15751,14
deposit,845,15752,4
deposit,511,15753,7
withdrawal,671,15754,4
withdrawal,250,15755,1
dispute,357,6150
withdrawal,797,15759,6
withdrawal,79,15760,18
dispute,430,9220
deposit,438,15762,5
deposit,411,15763,2
resolve,357,6150
withdrawal,919,15766,6
withdrawal,606,15767,11
withdrawal,82,15769,9
dispute,551,4022
deposit,98,15772,3
withdrawal,858,15773,15
chargeback,430,9220
deposit,389,15777,3
withdrawal,709,15778,14
withdrawal,111,15780,0
deposit,698,15781,2
deposit,67,15784,0
withdrawal,694,15785,10
dispute,483,14126
withdrawal,676,15788,19
deposit,507,15789,16
deposit,471,15790,18
withdrawal,919,15791,3
deposit,947,15792,2
deposit,919,15794,9
deposit,954,15795,0
withdrawal,503,15797,13
withdrawal,315,15798,15
withdrawal,655,15800,18
withdrawal,825,15801,17
withdrawal,71,15802,6
deposit,470,15803,11
withdrawal,944,15804,3
deposit,299,15805,16
deposit,468,15807,12
deposit,208,15808,4
dispute,528,1934
resolve,483,14126
withdrawal,153,15811,2
deposit,334,15812,16
deposit,517,15813,9
chargeback,551,4022
chargeback,528,1934
deposit,563,15816,6
deposit,149,15819,14
withdrawal,857,15822,2
dispute,176,10980
deposit,601,15824,4
deposit,599,15827,7
withdrawal,376,15828,8
deposit,24,15829,17
withdrawal,132,15831,13
deposit,137,15832,6
deposit,840,15834,13
deposit,148,15835,19
deposit,461,15837,0
deposit,154,15838,12
deposit,620,15839,8
deposit,756,15840,14
withdrawal,598,15841,3
deposit,460,15842,4
deposit,797,15843,1
deposit,721,15844,13
deposit,920,15845,19
deposit,965,15847,3
withdrawal,263,15848,7
withdrawal,426,15849,10
dispute,603,11716
deposit,662,15851,2
deposit,316,15852,15
deposit,230,15853,3
deposit,70,15854,12
deposit,386,15855,3
deposit,471,15856,16
withdrawal,559,15857,13
deposit,698,15858,1
deposit,147,15859,8
withdrawal,465,15860,17
deposit,547,15862,13
deposit,38,15863,18
deposit,119,15866,10
deposit,398,15868,3
deposit,541,15872,0
deposit,186,15873,7
deposit,159,15875,1
withdrawal,637,15876,18
deposit,859,15877,15
deposit,185,15878,14
withdrawal,823,15880,8
withdrawal,730,15881,12
withdrawal,712,15882,8
dispute,892,14330
deposit,704,15891,0
withdrawal,819,15894,15
withdrawal,179,15895,18
withdrawal,409,15896,11
withdrawal,315,15897,12
chargeback,176,10980
deposit,254,15900,18
dispute,91,13345
deposit,922,15903,9
withdrawal,280,15904,16
withdrawal,632,15905,13
deposit,635,15906,12
withdrawal,10,15907,9
deposit,944,15908,16
chargeback,892,14330
dispute,895,11859
withdrawal,722,15911,7
deposit,182,15913,14
deposit,167,15915,19
withdrawal,20,15916,12
resolve,91,13345
deposit,262,15918,13
deposit,600,15919,8
dispute,245,9420
withdrawal,3,15921,14
deposit,648,15922,4
deposit,628,15923,4
deposit,0,15926,7
deposit,10,15927,5
withdrawal,504,15928,12
withdrawal,918,15930,9
withdrawal,985,15932,16
chargeback,603,11716
deposit,695,15934,12
deposit,179,15936,11
deposit,350,15937,12
withdrawal,655,15938,5
withdrawal,630,15939,5
deposit,803,15941,12
deposit,420,15943,0
deposit,633,15944,15
withdrawal,907,15945,5
deposit,587,15946,12
withdrawal,873,15947,15
chargeback,895,11859
deposit,669,15952,12
withdrawal,513,15953,9
withdrawal,762,15954,13
deposit,207,15955,3
deposit,630,15956,7
withdrawal,605,15959,2
deposit,897,15960,14
chargeback,245,9420
deposit,109,15962,17
deposit,651,15963,6
withdrawal,634,15966,1
withdrawal,648,15967,10
withdrawal,579,15968,15
deposit,7,15969,8
deposit,81,15970,15
withdrawal,357,15971,13
deposit,662,15972,13
withdrawal,811,15973,1
deposit,390,15974,12
withdrawal,495,15975,1
withdrawal,926,15976,19
deposit,706,15978,12
withdrawal,61,15979,1
withdrawal,862,15980,15
withdrawal,943,15981,4
deposit,407,15982,5
withdrawal,645,15983,4
withdrawal,357,15988,19
deposit,116,15989,12
deposit,963,15990,11
deposit,628,15991,1
deposit,506,15992,18
deposit,471,15993,5
deposit,269,15994,10
dispute,427,10457
withdrawal,71,16002,4
deposit,61,16003,3
deposit,845,16004,3
deposit,131,16005,19
deposit,765,16008,12
deposit,889,16009,5
deposit,900,16010,3
deposit,813,16011,16
dispute,149,14695
deposit,179,16014,6
withdrawal,40,16015,4
deposit,26,16018,19
deposit,130,16019,13
withdrawal,30,16020,10
withdrawal,277,16021,7
